Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-09 09:30:00-05:00,148.3300018310547,149.60000610351562,148.2100067138672,149.4600067138672,2533383,0.0,0.0
2024-01-09 09:35:00-05:00,149.46499633789062,149.6199951171875,148.7209930419922,149.02000427246094,930595,0.0,0.0
2024-01-09 09:40:00-05:00,149.00999450683594,149.32000732421875,148.64999389648438,148.8699951171875,816413,0.0,0.0
2024-01-09 09:45:00-05:00,148.8699951171875,148.9600067138672,148.47000122070312,148.89999389648438,681735,0.0,0.0
2024-01-09 09:50:00-05:00,148.89999389648438,149.49000549316406,148.8300018310547,149.21969604492188,965818,0.0,0.0
2024-01-09 09:55:00-05:00,149.2100067138672,149.5,149.0500030517578,149.4199981689453,671086,0.0,0.0
2024-01-09 10:00:00-05:00,149.39999389648438,149.47999572753906,149.0,149.08999633789062,513492,0.0,0.0
2024-01-09 10:05:00-05:00,149.10499572753906,149.47000122070312,149.00999450683594,149.460693359375,441928,0.0,0.0
2024-01-09 10:10:00-05:00,149.4600067138672,149.8000030517578,149.43499755859375,149.74000549316406,692046,0.0,0.0
2024-01-09 10:15:00-05:00,149.74000549316406,149.8800048828125,149.58999633789062,149.74000549316406,614715,0.0,0.0
2024-01-09 10:20:00-05:00,149.74989318847656,150.0399932861328,149.6699981689453,149.72999572753906,768725,0.0,0.0
2024-01-09 10:25:00-05:00,149.72999572753906,149.83700561523438,149.67999267578125,149.7949981689453,400576,0.0,0.0
2024-01-09 10:30:00-05:00,149.7949981689453,149.93850708007812,149.69000244140625,149.8260955810547,452094,0.0,0.0
2024-01-09 10:35:00-05:00,149.8249969482422,150.33999633789062,149.8000030517578,150.2949981689453,686614,0.0,0.0
2024-01-09 10:40:00-05:00,150.30999755859375,150.41000366210938,150.14999389648438,150.25579833984375,515394,0.0,0.0
2024-01-09 10:45:00-05:00,150.25,150.42849731445312,149.88999938964844,150.40499877929688,562068,0.0,0.0
2024-01-09 10:50:00-05:00,150.38999938964844,150.44000244140625,150.11000061035156,150.24000549316406,396945,0.0,0.0
2024-01-09 10:55:00-05:00,150.25999450683594,150.36000061035156,150.04409790039062,150.11000061035156,422243,0.0,0.0
2024-01-09 11:00:00-05:00,150.1199951171875,150.44000244140625,150.02999877929688,150.38999938964844,434080,0.0,0.0
2024-01-09 11:05:00-05:00,150.3896942138672,150.6300048828125,150.27000427246094,150.60499572753906,468358,0.0,0.0
2024-01-09 11:10:00-05:00,150.61000061035156,150.8199005126953,150.60000610351562,150.7899932861328,541040,0.0,0.0
2024-01-09 11:15:00-05:00,150.78500366210938,150.8990020751953,150.6699981689453,150.82009887695312,487649,0.0,0.0
2024-01-09 11:20:00-05:00,150.8249969482422,150.83999633789062,150.6999969482422,150.83999633789062,327003,0.0,0.0
2024-01-09 11:25:00-05:00,150.83160400390625,150.89999389648438,150.66000366210938,150.77000427246094,461162,0.0,0.0
2024-01-09 11:30:00-05:00,150.77499389648438,150.82000732421875,150.60000610351562,150.6699981689453,369672,0.0,0.0
2024-01-09 11:35:00-05:00,150.67999267578125,150.7949981689453,150.6300048828125,150.7100067138672,262802,0.0,0.0
2024-01-09 11:40:00-05:00,150.71249389648438,150.75,150.60009765625,150.72869873046875,329522,0.0,0.0
2024-01-09 11:45:00-05:00,150.72000122070312,150.73989868164062,150.5399932861328,150.59500122070312,248477,0.0,0.0
